Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District
05/04/2016 12:00:00 AM,081XX S MUSKEGON AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,4
10/17/2016 06:40:00 PM,046XX S PRAIRIE AVE,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,2
01/02/2017 09:20:00 PM,084XX S KILBOURN AVE,ROBBERY,ARMED: OTHER FIREARM,STREET,false,false,8
06/12/2016 09:10:00 PM,056XX S PRINCETON AVE,ASSAULT,SIMPLE,APARTMENT,false,false,7
11/28/2016 07:00:00 AM,054XX N LAWLER AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,16
01/13/2017 09:00:00 PM,076XX S CHAPPEL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,4
09/08/2016 06:28:00 PM,023XX W IRVING PARK RD,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DRUG STORE,false,false,19
10/14/2016 02:00:00 PM,010XX N SPAULDING AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,11
04/10/2016 10:19:00 PM,050XX W CONGRESS PKWY,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,15
11/23/2016 11:21:00 AM,027XX N NORDICA AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,25
06/25/2016 08:00:00 AM,065XX N FRANCISCO AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,24
10/20/2016 11:00:00 AM,005XX W 31ST ST,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,false,true,9
11/11/2016 07:00:00 PM,0000X W DELAWARE PL,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,18
05/29/2016 12:00:00 AM,040XX N SACRAMENTO AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,17
05/22/2016 11:15:00 PM,001XX W 107TH ST,BATTERY,SIMPLE,RESIDENCE,false,false,5
10/07/2016 06:00:00 AM,004XX W 127TH ST,THEFT,$500 AND UNDER,RESIDENCE,false,false,5
01/20/2016 03:10:00 PM,049XX N BROADWAY,THEFT,FROM BUILDING,RESTAURANT,false,false,20
07/27/2016 07:00:00 PM,003XX E WACKER DR,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1
11/11/2016 03:00:00 PM,047XX S MICHIGAN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,2
07/23/2016 04:00:00 PM,018XX S MICHIGAN AVE,THEFT,FROM BUILDING,RESIDENCE-GARAGE,false,false,1
08/18/2016 04:00:00 PM,043XX W MAYPOLE AVE,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,false,11
07/01/2016 09:30:00 AM,031XX N CLARK ST,CRIMINAL TRESPASS,TO LAND,RESTAURANT,true,false,19
10/25/2016 09:00:00 PM,021XX W 19TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,12
07/19/2016 06:16:00 AM,067XX S PARNELL AVE,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,true,false,7
06/01/2016 02:00:00 PM,085XX S MANISTEE AVE,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,false,false,4
02/19/2016 03:10:00 PM,030XX N NEWCASTLE AVE,BATTERY,SIMPLE,STREET,false,false,25
10/07/2016 10:25:00 AM,038XX W TAYLOR ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,false,false,11
05/01/2016 12:00:00 AM,100XX S MAY ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,22
01/30/2017 07:03:00 AM,009XX N KARLOV AVE,THEFT,$500 AND UNDER,SIDEWALK,false,false,11
07/22/2016 10:39:00 PM,048XX W ARMITAGE AVE,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,false,false,25
05/29/2016 12:45:00 PM,0000X E ELM ST,THEFT,$500 AND UNDER,OTHER,false,false,18
05/15/2016 07:00:00 AM,040XX S MICHIGAN AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,2
05/02/2016 12:01:00 AM,020XX S WENTWORTH AVE,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESTAURANT,false,false,9
10/09/2016 06:30:00 PM,018XX N MARCEY ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,18
05/25/2016 04:12:00 AM,020XX N WESTERN AVE,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,false,false,14
05/27/2016 06:00:00 PM,038XX N LAKE SHORE DR,CRIMINAL DAMAGE,TO PROPERTY,GOVERNMENT BUILDING/PROPERTY,false,false,19
10/26/2016 07:30:00 PM,013XX W MARQUETTE RD,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,true,true,7
06/14/2016 01:14:00 PM,011XX W BELMONT AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,19
07/08/2016 09:30:00 PM,052XX N NATCHEZ AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,16
02/08/2017 03:50:00 PM,001XX N WABASH AVE,THEFT,OVER $500,CTA TRAIN,false,false,1
02/07/2016 05:38:00 PM,052XX W FOSTER AVE,BATTERY,SIMPLE,SIDEWALK,false,false,16
11/15/2016 07:15:00 PM,100XX S BENSLEY AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,4
12/15/2016 01:30:00 PM,0000X N STATE ST,PUBLIC PEACE VIOLATION,BOMB THREAT,"SCHOOL, PUBLIC, BUILDING",false,false,1
10/02/2016 10:08:00 PM,008XX E 79TH ST,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,PARKING LOT/GARAGE(NON.RESID.),true,false,6
03/25/2016 05:25:00 AM,007XX N LOTUS AVE,BATTERY,SIMPLE,SIDEWALK,false,false,15
03/06/2016 10:00:00 PM,005XX E 103RD PL,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,5
12/11/2016 05:10:00 PM,079XX S INDIANA AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,6
10/13/2016 10:00:00 PM,054XX S CORNELL AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2
01/23/2017 06:15:00 PM,025XX S ROCKWELL ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,10
12/24/2016 06:10:00 PM,0000X W TERMINAL ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,TAXICAB,false,false,16
02/18/2017 04:04:00 PM,011XX S MASON AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,15
03/05/2017 01:30:00 PM,022XX W LAWRENCE AVE,THEFT,OVER $500,STREET,false,false,20
05/22/2016 11:00:00 PM,009XX N LOCKWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,15
06/12/2016 03:40:00 AM,063XX S DR MARTIN LUTHER KING JR DR,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,3
01/11/2017 11:26:00 PM,061XX S DORCHESTER AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,false,3
12/31/2016 05:30:00 PM,037XX S WABASH AVE,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,false,false,2
07/26/2016 05:00:00 AM,017XX W OHIO ST,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,12
03/05/2017 08:00:00 PM,017XX E 72ND ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,3
04/23/2016 02:51:00 AM,035XX W BELLE PLAINE AVE,ASSAULT,SIMPLE,APARTMENT,false,true,17
01/23/2016 01:00:00 PM,0000X E LAKE ST,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1
03/20/2016 03:40:00 AM,071XX S WOOD ST,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,true,true,7
06/12/2016 08:19:00 PM,002XX N KOSTNER AVE,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ABANDONED BUILDING,true,false,11
02/13/2017 07:03:00 AM,051XX S INDIANA AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2
11/10/2016 12:00:00 PM,001XX E 13TH ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1
07/17/2016 07:16:00 PM,075XX S KINGSTON AVE,BATTERY,SIMPLE,ALLEY,false,false,4
05/09/2016 03:25:00 PM,059XX S KENNETH AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,8
01/23/2016 09:25:00 PM,076XX S CICERO AVE,BATTERY,SIMPLE,MOVIE HOUSE/THEATER,false,false,8
02/25/2016 03:45:00 PM,016XX W 59TH ST,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CONVENIENCE STORE,false,false,7
08/10/2016 04:08:00 PM,056XX W RACE AVE,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,15
11/10/2016 07:00:00 PM,020XX S ALLPORT ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,12
08/22/2016 12:05:00 AM,044XX W WASHINGTON BLVD,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,11
03/29/2016 03:07:00 PM,016XX W MARQUETTE RD,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,7
08/23/2016 11:40:00 PM,031XX W 47TH ST,PROSTITUTION,PANDERING,STREET,true,false,9
08/20/2016 04:49:00 PM,089XX S MARSHFIELD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,22
09/28/2016 06:33:00 PM,071XX W FOSTER AVE,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,true,false,16
04/18/2016 10:45:00 AM,114XX S YALE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,5
02/16/2017 08:45:00 AM,011XX S CANAL ST,ASSAULT,SIMPLE,SIDEWALK,false,false,1
03/19/2016 11:45:00 AM,0000X E ADAMS ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1
05/10/2016 09:00:00 PM,052XX N MAGNOLIA AVE,THEFT,OVER $500,STREET,false,false,20
09/21/2016 10:00:00 AM,001XX W MADISON ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,OTHER,false,false,1
12/25/2016 10:30:00 PM,064XX S LAFLIN ST,THEFT,$500 AND UNDER,APARTMENT,false,false,7
01/24/2016 11:30:00 AM,075XX S ASHLAND AVE,THEFT,RETAIL THEFT,RESTAURANT,true,false,6
01/05/2016 07:30:00 AM,035XX S LEAVITT ST,THEFT,$500 AND UNDER,CTA PLATFORM,false,false,9
02/13/2016 01:55:00 PM,013XX W WASHBURNE AVE,NARCOTICS,POSS: COCAINE,CHA PARKING LOT/GROUNDS,true,false,12
10/02/2016 07:00:00 AM,035XX N SOUTHPORT AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,19
10/05/2016 01:30:00 AM,092XX S COTTAGE GROVE AVE,ROBBERY,ARMED: HANDGUN,STREET,false,false,6
05/10/2016 03:16:00 PM,003XX E 76TH ST,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,true,false,6
11/03/2016 04:09:00 PM,051XX S ASHLAND AVE,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,PARKING LOT/GARAGE(NON.RESID.),false,false,9
06/14/2016 08:30:00 AM,045XX S WOOD ST,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,false,true,9
10/24/2016 01:00:00 PM,006XX N PARKSIDE AVE,BATTERY,SIMPLE,APARTMENT,true,false,15
11/16/2016 07:50:00 AM,079XX S WABASH AVE,THEFT,POCKET-PICKING,CTA BUS,false,false,6
07/13/2016 05:00:00 PM,020XX W CHURCHILL ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,14
07/01/2016 01:17:00 AM,076XX S MERRILL AVE,ASSAULT,SIMPLE,RESIDENCE,true,true,4
12/22/2016 05:40:00 PM,069XX S HALSTED ST,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,false,false,7
01/28/2016 08:00:00 AM,011XX N MASSASOIT AVE,ASSAULT,SIMPLE,RESIDENCE,false,true,15
12/11/2016 11:45:00 AM,026XX N ELSTON AVE,THEFT,RETAIL THEFT,OTHER,true,false,14
07/15/2016 01:39:00 PM,020XX S MICHIGAN AVE,THEFT,FROM BUILDING,APARTMENT,false,false,1
04/25/2016 09:25:00 AM,009XX E 133RD PL,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,5
06/09/2016 12:00:00 PM,074XX S CALUMET AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,true,3
10/09/2016 01:45:00 PM,027XX W 68TH ST,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,false,false,8
02/07/2017 02:00:00 AM,031XX S KOSTNER AVE,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,10
02/10/2017 12:00:00 PM,007XX N ST LOUIS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,11
02/20/2016 03:00:00 PM,110XX S HOYNE AVE,THEFT,$500 AND UNDER,LIBRARY,false,false,22
02/22/2017 08:05:00 AM,009XX N SACRAMENTO BLVD,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,12
01/28/2017 08:00:00 PM,065XX S ROCKWELL ST,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,8
04/18/2016 11:02:00 PM,015XX N HOYNE AVE,CRIMINAL TRESPASS,TO LAND,RESIDENCE,false,false,14
06/05/2016 11:50:00 AM,035XX W GRAND AVE,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,11
11/29/2016 09:30:00 PM,086XX S COLFAX AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,4
02/22/2016 07:30:00 PM,010XX N LEAMINGTON AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,15
05/31/2016 04:31:00 PM,086XX S WALLACE ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,6
12/12/2016 11:00:00 AM,003XX W SUPERIOR ST,THEFT,FROM BUILDING,ATHLETIC CLUB,false,false,18
02/03/2016 01:01:00 PM,038XX S WELLS ST,NARCOTICS,POSS: HEROIN(WHITE),CHA APARTMENT,true,false,9
01/03/2016 04:30:00 AM,051XX W MADISON ST,THEFT,RETAIL THEFT,GAS STATION,false,false,15
08/07/2016 04:14:00 AM,061XX S PRAIRIE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,3
02/04/2016 08:19:00 PM,011XX W 123RD ST,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,5
05/29/2016 08:30:00 PM,026XX E 92ND ST,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,4
02/19/2017 08:33:00 PM,003XX E 55TH PL,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2
11/17/2016 03:35:00 PM,088XX S ANTHONY AVE,BATTERY,SIMPLE,HIGHWAY/EXPRESSWAY,false,false,4
06/06/2016 07:00:00 PM,004XX W 27TH ST,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,false,true,9
06/24/2016 06:30:00 AM,011XX N AVERS AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,11
01/27/2016 06:05:00 PM,009XX W CHICAGO AVE,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,false,false,12
05/31/2016 11:11:00 PM,085XX S ASHLAND AVE,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,6
08/21/2016 08:30:00 PM,025XX N NARRAGANSETT AVE,THEFT,OVER $500,SMALL RETAIL STORE,false,false,25
01/27/2017 08:00:00 PM,028XX E 83RD ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,4
10/07/2016 03:00:00 PM,023XX E 70TH ST,ASSAULT,SIMPLE,RESIDENCE,false,true,3
01/28/2017 02:35:00 AM,055XX S WABASH AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2
12/27/2016 11:00:00 AM,009XX N LARAMIE AVE,THEFT,FROM BUILDING,RESIDENCE,false,false,15
11/17/2016 08:00:00 PM,061XX S KIMBARK AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,3
05/20/2016 06:30:00 PM,012XX W RANDOLPH ST,THEFT,OVER $500,STREET,false,false,12
02/21/2016 06:00:00 PM,0000X N WELLS ST,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,false,false,1
07/23/2016 10:50:00 AM,001XX N LAPORTE AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,15
02/12/2017 06:10:00 PM,023XX S SPRINGFIELD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,10
09/14/2016 03:45:00 PM,009XX W 74TH ST,BATTERY,SIMPLE,SIDEWALK,false,false,7
12/17/2016 06:35:00 AM,105XX S PERRY AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,true,true,5
06/12/2016 12:00:00 PM,0000X E GRAND AVE,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,18
09/07/2016 12:53:00 AM,055XX S HYDE PARK BLVD,BURGLARY,FORCIBLE ENTRY,RESIDENCE PORCH/HALLWAY,true,false,2
04/17/2016 03:45:00 AM,002XX S DEARBORN ST,BATTERY,SIMPLE,CTA PLATFORM,false,false,1
03/03/2016 11:15:00 PM,002XX W 109TH PL,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,5
03/30/2016 06:35:00 AM,008XX W FOSTER DR,BATTERY,SIMPLE,SIDEWALK,false,false,20
08/07/2016 05:00:00 AM,021XX W MC LEAN AVE,THEFT,$500 AND UNDER,STREET,false,false,14
08/29/2016 11:45:00 PM,005XX W OHARE ST,ASSAULT,SIMPLE,AIRPORT PARKING LOT,false,false,16
06/27/2016 02:20:00 PM,005XX S KEDZIE AVE,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,false,false,11
10/21/2016 12:00:00 PM,011XX W 51ST ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),false,false,9
11/07/2016 05:22:00 PM,024XX W CHICAGO AVE,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,12
06/13/2016 11:45:00 AM,054XX S DAMEN AVE,THEFT,PURSE-SNATCHING,STREET,false,false,9
06/03/2016 11:00:00 PM,011XX W 72ND ST,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,7
10/09/2016 10:00:00 AM,082XX S RHODES AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,false,false,6
12/20/2016 04:00:00 PM,006XX E 87TH ST,THEFT,$500 AND UNDER,CAR WASH,false,false,6
02/14/2016 05:00:00 AM,034XX S HALSTED ST,THEFT,FROM BUILDING,APARTMENT,false,false,9
11/20/2016 08:43:00 PM,056XX W NORTH AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,SIDEWALK,false,true,25
11/21/2016 10:30:00 AM,016XX S CHRISTIANA AVE,SEX OFFENSE,OTHER,APARTMENT,false,false,10
03/22/2016 12:30:00 PM,001XX S WACKER DR,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,true,1
12/15/2016 12:00:00 PM,010XX N MASON AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,false,true,15
01/31/2016 04:41:00 AM,044XX S DREXEL BLVD,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2
09/20/2016 10:30:00 PM,028XX E 77TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,false,false,4
05/02/2016 08:00:00 AM,010XX E 132ND ST,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,5
04/07/2016 10:11:00 AM,008XX N DRAKE AVE,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,RESIDENCE,true,false,11
03/21/2016 12:05:00 PM,020XX W WALTON ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,false,false,12
11/26/2016 09:00:00 AM,067XX S ELIZABETH ST,THEFT,$500 AND UNDER,OTHER,false,false,7
11/26/2016 02:30:00 AM,076XX S COLFAX AVE,CRIM SEXUAL ASSAULT,ATTEMPT AGG: KNIFE/CUT INSTR,APARTMENT,false,false,4
06/13/2016 01:20:00 PM,017XX N CICERO AVE,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,25
07/07/2016 01:00:00 PM,074XX S COLFAX AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,3
05/26/2016 07:13:00 PM,037XX W DOUGLAS BLVD,NARCOTICS,POSS: CRACK,VEHICLE NON-COMMERCIAL,true,false,10
07/15/2016 09:45:00 AM,034XX N SOUTHPORT AVE,THEFT,FROM BUILDING,RESTAURANT,false,false,19
05/11/2016 08:30:00 PM,063XX N PULASKI RD,BATTERY,SIMPLE,ALLEY,false,false,17
07/29/2016 04:30:00 PM,032XX N PULASKI RD,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,false,true,17
02/04/2016 12:45:00 PM,0000X N LARAMIE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,15
07/24/2016 11:00:00 PM,042XX W 59TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,8
11/04/2016 08:00:00 PM,008XX E DREXEL SQUARE DR,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2
01/15/2017 07:15:00 PM,018XX W MONROE ST,CRIMINAL TRESPASS,TO LAND,OTHER,true,false,12
11/11/2016 08:47:00 PM,073XX S ASHLAND AVE,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,7
11/18/2016 04:00:00 AM,032XX N AUSTIN AVE,ROBBERY,ATTEMPT: ARMED-OTHER FIREARM,SIDEWALK,false,false,16
02/29/2016 05:00:00 PM,022XX N NORDICA AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,25
06/05/2016 12:44:00 AM,019XX S TROY ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,true,false,10
08/15/2016 11:00:00 PM,047XX S INDIANA AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2
07/22/2016 08:18:00 PM,036XX S PRAIRIE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,2
02/10/2017 08:10:00 AM,069XX S EAST END AVE,ASSAULT,AGG PRO.EMP: OTHER DANG WEAPON,"SCHOOL, PUBLIC, GROUNDS",true,false,3
12/23/2016 04:40:00 PM,077XX S CARPENTER ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,6
01/13/2017 11:00:00 AM,008XX W BARRY AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,19
11/21/2016 02:30:00 PM,009XX E 132ND ST,CRIMINAL DAMAGE,TO VEHICLE,COMMERCIAL / BUSINESS OFFICE,false,false,5
01/31/2017 07:15:00 PM,087XX S JEFFERY BLVD,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,4
03/22/2016 08:00:00 AM,055XX N GLENWOOD AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,20
11/13/2016 04:00:00 PM,065XX N RICHMOND ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,24
08/18/2016 10:00:00 PM,021XX W NORTH AVE,ASSAULT,SIMPLE,APARTMENT,false,false,14
03/11/2016 10:16:00 AM,011XX N MILWAUKEE AVE,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,RESIDENCE,false,false,12
02/27/2016 09:43:00 AM,085XX S OGLESBY AVE,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,true,false,4
07/27/2016 05:20:00 PM,013XX W MELROSE ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,19
07/09/2016 04:30:00 PM,048XX W ROSCOE ST,THEFT,$500 AND UNDER,STREET,false,false,16
01/22/2017 06:25:00 PM,039XX W JACKSON BLVD,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,true,false,11
04/11/2016 09:00:00 AM,018XX W WASHINGTON BLVD,OTHER OFFENSE,OTHER VEHICLE OFFENSE,SIDEWALK,false,true,12
03/19/2016 12:01:00 AM,023XX N STOCKTON DR,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,18
01/13/2017 03:00:00 PM,008XX W NORTH AVE,DECEPTIVE PRACTICE,BOGUS CHECK,SMALL RETAIL STORE,false,false,18
07/27/2016 08:57:00 PM,030XX E 91ST ST,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,4
12/09/2016 03:45:00 PM,065XX S CHAMPLAIN AVE,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,3
03/20/2016 05:01:00 PM,028XX W 63RD ST,ASSAULT,SIMPLE,RESTAURANT,false,false,8
03/02/2017 01:05:00 PM,001XX N STATE ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1
03/16/2016 03:30:00 AM,064XX S MAY ST,THEFT,$500 AND UNDER,STREET,false,false,7
09/25/2016 02:35:00 PM,050XX S COTTAGE GROVE AVE,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,COMMERCIAL / BUSINESS OFFICE,false,false,2
04/03/2016 09:20:00 AM,109XX S DOTY AVE W,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,5
05/26/2016 09:29:00 AM,042XX S STATE ST,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),PARK PROPERTY,true,false,2
09/13/2016 03:00:00 PM,087XX S COLFAX AVE,BATTERY,SIMPLE,SIDEWALK,false,false,4
12/08/2016 06:00:00 PM,025XX W LUNT AVE,THEFT,FROM BUILDING,PARK PROPERTY,false,false,24
01/29/2017 04:45:00 PM,001XX W LAKE ST,THEFT,POCKET-PICKING,CTA TRAIN,false,false,1
05/02/2016 10:15:00 AM,126XX S PARNELL AVE,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,5
03/23/2016 10:30:00 AM,055XX N ST LOUIS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,17
11/29/2016 11:53:00 PM,047XX W 63RD ST,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,8
04/20/2016 10:00:00 PM,003XX S LAKE SHORE DR NB,THEFT,OVER $500,OTHER,false,false,1
