service_date,day_type,bus,rail_boardings,total_rides
12/10/2012,W,973051,690186,1663237
12/11/2012,W,995089,711140,1706229
12/12/2012,W,999666,720758,1720424
12/13/2012,W,999296,727540,1726836
12/14/2012,W,1022704,749478,1772182
12/15/2012,A,597413,425168,1022581
12/16/2012,U,450355,334285,784640
12/17/2012,W,953565,683683,1637248
12/18/2012,W,950660,693703,1644363
12/19/2012,W,965895,691879,1657774
12/20/2012,W,876460,660268,1536728
12/21/2012,W,871165,634264,1505429
12/22/2012,A,578361,374774,953135
12/23/2012,U,486169,281962,768131
12/24/2012,W,545733,313210,858943
12/25/2012,U,242609,143166,385775
12/26/2012,W,616049,428605,1044654
12/27/2012,W,710150,514627,1224777
12/28/2012,W,753950,546312,1300262
12/29/2012,A,547238,360962,908200
12/30/2012,U,405207,291423,696630
12/31/2012,W,672602,490998,1163600
01/01/2013,U,338644,276167,614811
01/02/2013,W,747631,570506,1318137
01/03/2013,W,857744,620104,1477848
01/04/2013,W,875485,635401,1510886
01/05/2013,A,549303,356383,905686
01/06/2013,U,399770,264957,664727
01/07/2013,W,951511,672001,1623512
01/08/2013,W,975824,687261,1663085
01/09/2013,W,989291,697979,1687270
01/10/2013,W,964506,693642,1658148
01/11/2013,W,991875,708901,1700776
01/12/2013,A,597811,403037,1000848
01/13/2013,U,379108,266395,645503
01/14/2013,W,964972,701958,1666930
01/15/2013,W,1000831,723460,1724291
01/16/2013,W,1000782,726032,1726814
01/17/2013,W,1003351,730830,1734181
01/18/2013,W,995226,721526,1716752
01/19/2013,A,592561,417820,1010381
01/20/2013,U,372131,275860,647991
01/21/2013,W,549385,422125,971510
01/22/2013,W,865232,654679,1519911
01/23/2013,W,952105,697385,1649490
01/24/2013,W,958057,708729,1666786
01/25/2013,W,920833,707962,1628795
01/26/2013,A,560544,393542,954086
01/27/2013,U,360109,261812,621921
01/28/2013,W,1000004,718545,1718549
01/29/2013,W,1009440,728633,1738073
01/30/2013,W,997461,735084,1732545
01/31/2013,W,955113,713918,1669031
02/01/2013,W,878531,659888,1538419
02/02/2013,A,554095,378484,932579
02/03/2013,U,396422,271153,667575
02/04/2013,W,983474,710890,1694364
02/05/2013,W,1021386,733180,1754566
02/06/2013,W,1035100,739979,1775079
02/07/2013,W,973458,743264,1716722
02/08/2013,W,994675,723430,1718105
02/09/2013,A,611263,426081,1037344
02/10/2013,U,392914,278417,671331
02/11/2013,W,994224,708331,1702555
02/12/2013,W,901097,687334,1588431
02/13/2013,W,1070447,754178,1824625
02/14/2013,W,1054969,758213,1813182
02/15/2013,W,1013485,731689,1745174
02/16/2013,A,598259,412929,1011188
02/17/2013,U,445505,317885,763390
02/18/2013,W,830133,567064,1397197
02/19/2013,W,961489,709244,1670733
02/20/2013,W,995286,720364,1715650
02/21/2013,W,1012672,738526,1751198
02/22/2013,W,944394,716784,1661178
02/23/2013,A,597852,403004,1000856
02/24/2013,U,426783,280619,707402
02/25/2013,W,1032337,718035,1750372
02/26/2013,W,917610,707649,1625259
02/27/2013,W,1004620,732706,1737326
02/28/2013,W,1011461,741077,1752538
03/01/2013,W,1030897,726385,1757282
03/02/2013,A,641791,407706,1049497
03/03/2013,U,451612,290260,741872
03/04/2013,W,1046582,684343,1730925
03/05/2013,W,915814,662182,1577996
03/06/2013,W,1000963,703897,1704860
03/07/2013,W,1039889,724517,1764406
03/08/2013,W,1047924,716118,1764042
03/09/2013,A,619396,404506,1023902
03/10/2013,U,417260,285624,702884
03/11/2013,W,1009909,713865,1723774
03/12/2013,W,1017656,738907,1756563
03/13/2013,W,1034585,748618,1783203
03/14/2013,W,1033042,755471,1788513
03/15/2013,W,1002907,771603,1774510
03/16/2013,A,626782,610526,1237308
03/17/2013,U,433504,338473,771977
03/18/2013,W,971804,715696,1687500
03/19/2013,W,990010,723671,1713681
03/20/2013,W,980735,721345,1702080
03/21/2013,W,999714,729901,1729615
03/22/2013,W,1003565,721149,1724714
03/23/2013,A,609394,425222,1034616
03/24/2013,U,401250,288966,690216
03/25/2013,W,828707,630136,1458843
03/26/2013,W,876069,655138,1531207
03/27/2013,W,880496,670282,1550778
03/28/2013,W,893443,679530,1572973
03/29/2013,W,829810,621657,1451467
03/30/2013,A,594213,395747,989960
03/31/2013,U,402842,267293,670135
04/01/2013,W,980489,708026,1688515
04/02/2013,W,993149,728501,1721650
04/03/2013,W,1034924,746014,1780938
04/04/2013,W,1015284,759059,1774343
04/05/2013,W,996072,746786,1742858
04/06/2013,A,611381,459388,1070769
04/07/2013,U,440588,357215,797803
04/08/2013,W,977325,737437,1714762
04/09/2013,W,999444,740720,1740164
04/10/2013,W,960903,717466,1678369
04/11/2013,W,982894,752525,1735419
04/12/2013,W,994973,753498,1748471
04/13/2013,A,600393,462508,1062901
04/14/2013,U,450337,351742,802079
04/15/2013,W,992589,717933,1710522
04/16/2013,W,1014884,753356,1768240
04/17/2013,W,915006,711500,1626506
04/18/2013,W,811655,693760,1505415
04/19/2013,W,959757,718526,1678283
04/20/2013,A,615433,448035,1063468
04/21/2013,U,441267,313744,755011
04/22/2013,W,1001200,731504,1732704
04/23/2013,W,922329,715764,1638093
04/24/2013,W,952859,736305,1689164
04/25/2013,W,1008224,755375,1763599
04/26/2013,W,999388,750687,1750075
04/27/2013,A,654086,460650,1114736
04/28/2013,U,455561,320737,776298
04/29/2013,W,1009306,717625,1726931
04/30/2013,W,1029285,738733,1768018
05/01/2013,W,1077184,762553,1839737
05/02/2013,W,1028782,752135,1780917
05/03/2013,W,1023402,730511,1753913
05/04/2013,A,655097,465245,1120342
05/05/2013,U,471437,350222,821659
05/06/2013,W,1017895,729615,1747510
05/07/2013,W,1022360,758068,1780428
05/08/2013,W,1025713,769649,1795362
05/09/2013,W,1003192,721753,1724945
05/10/2013,W,972916,725511,1698427
05/11/2013,A,603110,435938,1039048
05/12/2013,U,414976,313848,728824
05/13/2013,W,961814,713048,1674862
05/14/2013,W,1006636,750210,1756846
05/15/2013,W,995042,758657,1753699
05/16/2013,W,982565,746034,1728599
05/17/2013,W,966483,757439,1723922
05/18/2013,A,625752,493226,1118978
05/19/2013,U,485211,363850,849061
05/20/2013,W,1008704,681176,1689880
05/21/2013,W,1013059,689412,1702471
05/22/2013,W,982149,687729,1669878
05/23/2013,W,987008,693752,1680760
05/24/2013,W,1010765,676692,1687457
05/25/2013,A,600972,369584,970556
05/26/2013,U,460009,336563,796572
05/27/2013,U,415696,286211,701907
05/28/2013,W,982424,672485,1654909
05/29/2013,W,1014424,715430,1729854
05/30/2013,W,996198,717726,1713924
05/31/2013,W,1044620,719350,1763970
06/01/2013,A,631022,445218,1076240
06/02/2013,U,439719,333835,773554
06/03/2013,W,1054416,707210,1761626
06/04/2013,W,1044555,716102,1760657
06/05/2013,W,1024709,716938,1741647
06/06/2013,W,1021552,736943,1758495
06/07/2013,W,1030362,768035,1798397
06/08/2013,A,661759,537485,1199244
06/09/2013,U,473625,393881,867506
06/10/2013,W,993550,731202,1724752
06/11/2013,W,1027027,752653,1779680
06/12/2013,W,969474,718831,1688305
06/13/2013,W,1031992,761985,1793977
06/14/2013,W,1033513,747980,1781493
06/15/2013,A,624345,453140,1077485
06/16/2013,U,479896,369569,849465
06/17/2013,W,969085,692856,1661941
06/18/2013,W,975403,701224,1676627
06/19/2013,W,990561,718139,1708700
06/20/2013,W,974707,724184,1698891
06/21/2013,W,917934,724999,1642933
06/22/2013,A,633702,488805,1122507
06/23/2013,U,479321,394460,873781
06/24/2013,W,920436,699721,1620157
06/25/2013,W,888128,694726,1582854
06/26/2013,W,866326,690875,1557201
06/27/2013,W,913619,723050,1636669
06/28/2013,W,898642,894811,1793453
06/29/2013,A,620304,463716,1084020
06/30/2013,U,488073,543707,1031780
07/01/2013,W,946062,681252,1627314
07/02/2013,W,911309,677994,1589303
07/03/2013,W,945848,693445,1639293
07/04/2013,U,525424,407174,932598
07/05/2013,W,806355,592583,1398938
07/06/2013,A,619632,463509,1083141
07/07/2013,U,467091,354565,821656
07/08/2013,W,863581,664506,1528087
07/09/2013,W,928137,708853,1636990
07/10/2013,W,961940,756010,1717950
07/11/2013,W,958922,787568,1746490
07/12/2013,W,928925,802562,1731487
07/13/2013,A,662483,565833,1228316
07/14/2013,U,487170,413355,900525
07/15/2013,W,904464,683553,1588017
07/16/2013,W,924281,695896,1620177
07/17/2013,W,922657,706991,1629648
07/18/2013,W,904388,720245,1624633
07/19/2013,W,897959,775821,1673780
07/20/2013,A,646339,546852,1193191
07/21/2013,U,469900,410606,880506
07/22/2013,W,903084,709718,1612802
07/23/2013,W,919858,720357,1640215
07/24/2013,W,928256,713067,1641323
07/25/2013,W,919260,715876,1635136
07/26/2013,W,890066,688728,1578794
07/27/2013,A,614357,461775,1076132
07/28/2013,U,455742,371125,826867
07/29/2013,W,894999,693570,1588569
07/30/2013,W,894122,713697,1607819
07/31/2013,W,898783,707557,1606340
08/01/2013,W,950707,753887,1704594
08/02/2013,W,918087,795020,1713107
08/03/2013,A,667710,574621,1242331
08/04/2013,U,475029,462380,937409
08/05/2013,W,885007,688747,1573754
08/06/2013,W,914261,698763,1613024
08/07/2013,W,898114,694946,1593060
08/08/2013,W,912994,702001,1614995
08/09/2013,W,906417,711160,1617577
08/10/2013,A,642566,493210,1135776
08/11/2013,U,459030,365118,824148
08/12/2013,W,848703,684985,1533688
08/13/2013,W,883243,712564,1595807
08/14/2013,W,882740,717664,1600404
08/15/2013,W,877526,705604,1583130
08/16/2013,W,890423,730276,1620699
08/17/2013,A,634078,506124,1140202
08/18/2013,U,472515,384202,856717
08/19/2013,W,859701,671949,1531650
08/20/2013,W,894283,699558,1593841
08/21/2013,W,894827,704103,1598930
08/22/2013,W,855068,697777,1552845
08/23/2013,W,932928,715975,1648903
08/24/2013,A,632311,465546,1097857
08/25/2013,U,463843,353352,817195
08/26/2013,W,1020173,696403,1716576
08/27/2013,W,1032675,721814,1754489
08/28/2013,W,1019457,732138,1751595
08/29/2013,W,1048608,759088,1807696
08/30/2013,W,1025684,740853,1766537
08/31/2013,A,596363,462487,1058850
09/01/2013,U,493648,423770,917418
09/02/2013,U,454573,344582,799155
09/03/2013,W,1089544,761455,1850999
09/04/2013,W,1077803,769975,1847778
09/05/2013,W,1059826,763277,1823103
09/06/2013,W,1067536,786864,1854400
09/07/2013,A,634809,510149,1144958
09/08/2013,U,459104,371781,830885
09/09/2013,W,1052783,752305,1805088
09/10/2013,W,1034136,762582,1796718
09/11/2013,W,1047538,783710,1831248
09/12/2013,W,1050318,812163,1862481
09/13/2013,W,1036536,803298,1839834
09/14/2013,A,632081,504797,1136878
09/15/2013,U,409765,345621,755386
09/16/2013,W,1033555,776155,1809710
09/17/2013,W,1049035,788413,1837448
09/18/2013,W,1023243,783471,1806714
09/19/2013,W,1000885,791208,1792093
09/20/2013,W,1034561,800104,1834665
09/21/2013,A,629564,526128,1155692
09/22/2013,U,445308,368372,813680
09/23/2013,W,1026469,780751,1807220
09/24/2013,W,1041341,805859,1847200
09/25/2013,W,1055790,810826,1866616
09/26/2013,W,1047323,813509,1860832
09/27/2013,W,1034355,797916,1832271
09/28/2013,A,635517,506929,1142446
09/29/2013,U,439655,360040,799695
09/30/2013,W,1007775,765034,1772809
10/01/2013,W,1100251,760127,1860378
10/02/2013,W,1060370,771294,1831664
10/03/2013,W,1073368,776149,1849517
10/04/2013,W,1055644,763663,1819307
10/05/2013,A,606526,457086,1063612
10/06/2013,U,468784,350969,819753
10/07/2013,W,1033503,748714,1782217
10/08/2013,W,1062411,762764,1825175
10/09/2013,W,1056846,774550,1831396
10/10/2013,W,1041043,803786,1844829
10/11/2013,W,1033797,792305,1826102
10/12/2013,A,597479,497092,1094571
10/13/2013,U,433578,528335,961913
10/14/2013,W,836533,678287,1514820
10/15/2013,W,1005851,764848,1770699
10/16/2013,W,1017742,779074,1796816
10/17/2013,W,1025838,789200,1815038
10/18/2013,W,1024958,784891,1809849
10/19/2013,A,599201,498671,1097872
10/20/2013,U,417109,367355,784464
10/21/2013,W,972502,778456,1750958
10/22/2013,W,948098,785501,1733599
10/23/2013,W,993612,797121,1790733
10/24/2013,W,1007402,810665,1818067
10/25/2013,W,986527,797551,1784078
10/26/2013,A,578216,492032,1070248
10/27/2013,U,413217,346467,759684
10/28/2013,W,982644,768974,1751618
10/29/2013,W,976102,790974,1767076
10/30/2013,W,967902,791183,1759085
10/31/2013,W,956055,786574,1742629
11/01/2013,W,937537,783970,1721507
11/02/2013,A,593170,483120,1076290
11/03/2013,U,430036,384737,814773
11/04/2013,W,978017,788454,1766471
11/05/2013,W,982549,795511,1778060
11/06/2013,W,965938,792044,1757982
11/07/2013,W,974582,812279,1786861
11/08/2013,W,974269,808267,1782536
11/09/2013,A,589432,507077,1096509
11/10/2013,U,426989,370923,797912
11/11/2013,W,727925,671720,1399645
11/12/2013,W,884181,770609,1654790
11/13/2013,W,967800,783483,1751283
11/14/2013,W,968420,806089,1774509
11/15/2013,W,972734,803561,1776295
11/16/2013,A,548828,489767,1038595
11/17/2013,U,343928,316525,660453
11/18/2013,W,948312,775101,1723413
11/19/2013,W,972260,790434,1762694
11/20/2013,W,974233,788003,1762236
11/21/2013,W,967167,799283,1766450
11/22/2013,W,955058,797556,1752614
11/23/2013,A,535573,513370,1048943
11/24/2013,U,362949,311868,674817
11/25/2013,W,898537,742488,1641025
11/26/2013,W,913171,768042,1681213
11/27/2013,W,785887,655899,1441786
11/28/2013,U,316200,238112,554312
11/29/2013,W,625605,448939,1074544
11/30/2013,A,594111,419067,1013178
12/01/2013,U,393065,311377,704442
12/02/2013,W,966367,745892,1712259
12/03/2013,W,1011416,772345,1783761
12/04/2013,W,1022579,778031,1800610
12/05/2013,W,956982,782864,1739846
12/06/2013,W,933388,766511,1699899
12/07/2013,A,523861,455354,979215
12/08/2013,U,356936,322820,679756
12/09/2013,W,904306,745781,1650087
12/10/2013,W,884567,726111,1610678
12/11/2013,W,888272,736512,1624784
12/12/2013,W,864926,722404,1587330
12/13/2013,W,930494,760860,1691354
12/14/2013,A,508408,473775,982183
12/15/2013,U,357251,317666,674917
12/16/2013,W,856591,697993,1554584
12/17/2013,W,883958,716650,1600608
12/18/2013,W,900934,719652,1620586
12/19/2013,W,888294,715173,1603467
12/20/2013,W,885107,706214,1591321
12/21/2013,A,513799,421443,935242
12/22/2013,U,374537,310920,685457
12/23/2013,W,691365,545145,1236510
12/24/2013,W,474089,341784,815873
12/25/2013,U,218166,144912,363078
12/26/2013,W,557420,438202,995622
12/27/2013,W,659876,531774,1191650
12/28/2013,A,506219,405004,911223
12/29/2013,U,335610,292169,627779
12/30/2013,W,604796,537971,1142767
12/31/2013,W,595963,565346,116130
